,x5,magnit
914,Планшет Samsung Galaxy Tab Active 2,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
915,Планшет Samsung Galaxy Tab Active 2,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
916,Планшет Samsung Galaxy Tab Active 2,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
917,Планшет Samsung Galaxy Tab Active 2,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
918,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
919,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
920,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
921,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
922,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
923,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
924,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
925,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
926,Сервер Dell Power Edge R640 КЦ,Сервер 1С Dell PowerEdge R740 Server
927,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
928,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
929,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
930,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
931,"Монитор24""LG 24BK550Y-B+кабелиVGAиHDMIКЦ",Монитор LG 24BK550Y
932,"Монитор24""LG 24BK550Y-B+кабелиVGAиHDMIКЦ",Монитор LG 24BK550Y
933,Сервер 1U Dell PowerEdge R640 10SFF ДИТ,Сервер 1С Dell PowerEdge R740 Server
934,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
935,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
936,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
937,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
938,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
939,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
940,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных UROVO U2
941,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных UROVO U2
942,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных UROVO U2
943,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных Urovo DT50
944,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных UROVO U2
945,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных Urovo DT50
946,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных Urovo DT50
947,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных UROVO U2
948,Терминал сбора данных Urovo U2 для МКМ,Терминал сбора данных Urovo DT50
949,ГМ Цифровой телефон DECT Gigaset A415RUS,Gigaset A420
950,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
951,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
952,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
953,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
954,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
955,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
956,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
957,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
958,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
959,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
960,Коммутатор Cisco WS-C2960RX-24PS-L,WS-C2960R+24PC-L
961,Коммутатор Cisco WS-C2960RX-24PS-L,WS-C2960R+24PC-L
962,Коммутатор Cisco WS-C2960RX-24PS-L,WS-C2960R+24PC-L
963,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
964,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
965,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
966,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
967,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
968,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
969,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
970,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
971,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
972,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
973,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
974,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
975,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
976,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
977,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
978,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
979,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
980,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
981,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
982,ГМ Цифровой телефон DECT Gigaset A415RUS,Gigaset A420
983,ГМ Цифровой телефон DECT Gigaset A415RUS,Gigaset A420
984,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
985,Коммутатор CISCO WS-C2960R+48PST-S,WS-C2960R+24PC-L
986,Коммутатор CISCO WS-C2960R+48PST-S,WS-C2960R+24PC-L
987,Коммутатор CISCO WS-C2960R+48PST-S,WS-C2960R+24PC-L
988,ГМ Цифровой телефон DECT Gigaset A415RUS,Gigaset A420
989,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
990,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
991,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
992,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
993,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
994,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
995,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
996,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
997,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
998,ФТС5 Монитор LG 24BK550Y-B + кабель VGA,Монитор LG 24BK550Y
999,ФТС5 Монитор LG 24BK550Y-B + кабель VGA,Монитор LG 24BK550Y
1000,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1001,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
1002,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
1003,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
1004,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
1005,Сканер ШК ручной,Сканер ручной HH400-1-2USB с кабелем CBL-500-270-S00
1006,Терминал сбора данных Urovo U2,Терминал сбора данных UROVO U2
1007,Терминал сбора данных Urovo U2,Терминал сбора данных UROVO U2
1008,Терминал сбора данных Urovo U2,Терминал сбора данных UROVO U2
1009,Терминал сбора данных Urovo U2,Терминал сбора данных Urovo DT50
1010,Терминал сбора данных Urovo U2,Терминал сбора данных UROVO U2
1011,Терминал сбора данных Urovo U2,Терминал сбора данных Urovo DT50
1012,Терминал сбора данных Urovo U2,Терминал сбора данных Urovo DT50
1013,Терминал сбора данных Urovo U2,Терминал сбора данных UROVO U2
1014,Терминал сбора данных Urovo U2,Терминал сбора данных Urovo DT50
1015,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1016,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1017,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1018,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1019,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1020,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1021,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1022,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1023,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1024,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1025,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1026,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1027,Коммутатор Cisco WS-C2960R+24PC-S ТС5,WS-C2960R+24PC-L
1028,Коммутатор Cisco WS-C2960R+24PC-S ТС5,WS-C2960R+24PC-L
1029,Коммутатор Cisco WS-C2960R+24PC-S ТС5,WS-C2960R+24PC-L
1030,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
1031,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
1032,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
1033,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
1034,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
1035,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
1036,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1037,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1038,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1039,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1040,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1041,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1042,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1043,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1044,Сервер Dell Power Edge R640 КЦ,Сервер 1С Dell PowerEdge R740 Server
1045,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1046,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
1047,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1048,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1049,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1050,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1051,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1052,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1053,Сервер 1U Dell PowerEdge R640 10SFF ДИТ,Сервер 1С Dell PowerEdge R740 Server
1054,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1055,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1056,ГМ Цифровой телефон DECT Gigaset A415RUS,Gigaset A420
1057,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1058,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1059,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1060,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1061,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1062,Гарнитура Logitech PC 960 981-000100 ТС5,Гарнитура Logitech PC960
1063,ИБП APC Smart-UPS  SMT 1000ВA RM,APC Smart-UPS SMT1000RMI 2U
1064,ИБП APC Smart-UPS  SMT 1000ВA RM,APC Smart-UPS SMT1000RMI 2U
1065,Телефон DECT Gigaset C620,Gigaset A420
1066,Телефон DECT Gigaset C620,Gigaset A220
1067,Телефон DECT Gigaset C620,Gigaset A220
1068,Телефон DECT Gigaset C620,Gigaset A220
1069,Телефон DECT Gigaset C620,Gigaset A220
1070,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1071,Шнурок,"Шнур коммутационный ECS Eco Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 2 м165-142-1101-50201"
1072,Шнурок,"165-142-1101-50301 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 3м"
1073,Шнурок,"165-142-1101-50101 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 1 м"
1074,Шнурок,"165-142-1101-50051 - ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 0,5 м"
1075,Шнурок,222-074-3111-020 ECS Eco Шнур коммутационный Cat 5e
1076,Шнурок,"165-142-1101-51001 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 10 м"
1077,Шнурок,"165-142-1101-50501 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 5 м"
1078,Шнурок,"165-142-1101-50701 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 7 м"
1079,Шнурок,"165-142-1101-50101 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 1 м"
1080,Шнурок,"165-142-1101-50201 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 2 м"
1081,Шнурок,"222-066-3010-030 ECS Шнур оптический MM OM3 50/125 3мм HF(LSZH) LC/PC-SC/PC, Duplex,аква, 3м"
1082,Шнурок,"165-142-1101-50301 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 3м"
1083,Шнурок,"Шнур оптический NTSS DPC 50/125 LC/UPC-LC/UPC 3.0мм 5м LSZH, NTSS-DPC-50-LC/U-LC/U-3.0-5"
1084,Шнурок,"Шнур оптический NTSS DPC 50/125 LC/UPC-SC/UPC 3.0мм 10м LSZH, NTSS-DPC-50-LC/U-SC/U-3.0-10"
1085,Шнурок,Шнур оптический MM (OM2 50/125) 2 мм HF LC-LC UPC Duplex 2 м 222-074-3131-020 ECS
1086,Шнурок,Шнур оптический dpc LC/UPC-LC/UPC 50/125 3.0мм 10м LSZH/NTSS-DPC-50-LC/U-LC/U-3.0-10
1087,Шнурок,Шнур оптический dpc LC/UPC-LC/UPC 50/125 3.0мм 15м LSZH/NTSS-DPC-50-LC/U-LC/U-3.0-15
1088,Шнурок,"165-142-1101-50101 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 1 м"
1089,Шнурок,"222-064-3010-030 ECS Шнур оптический MM OM2 50/125 HF(LSZH), LC/PC-SC/PC Duplex,3м"
1090,Шнурок,"165-142-1101-50101 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 1 м"
1091,Шнурок,Шнур оптический MM (OM2 50/125) 2 мм HF LC-LC UPC Duplex 2 м 222-074-3131-020 ECS
1092,Шнурок,"165-142-1101-51001 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 10 м"
1093,Шнурок,"165-142-1101-50501 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 5 м"
1094,Шнурок,"165-142-1101-50101 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 1 м"
1095,Шнурок,"165-142-1101-50201 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 2 м"
1096,Шнурок,"165-142-1101-50301 ECS Eco Шнур коммутационный Cat 5e, U/UTP, HF(LSZH), RJ45, серый, 3м"
1097,Шнурок,222-074-3111-020 ECS Eco Шнур коммутационный Cat 5e
1098,Гарнитура Logitech PC Headset 960 USB,Гарнитура Logitech PC960
1099,Гарнитура Logitech PC Headset 960 USB,Гарнитура Logitech PC960
1100,Гарнитура Logitech PC Headset 960 USB,Гарнитура Logitech PC960
1101,Гарнитура Logitech PC Headset 960 USB,Гарнитура Logitech PC960
1102,Гарнитура Logitech PC Headset 960 USB,Гарнитура Logitech PC960
1103,Гарнитура Logitech PC Headset 960 USB,Гарнитура Logitech PC960
1104,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1105,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1106,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1107,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1108,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1109,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1110,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1111,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1112,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1113,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1114,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1115,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1116,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1117,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1118,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1119,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1120,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1121,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1122,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1123,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1124,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1125,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1126,Цифровой телефон DECT Gigaset A415 ТС5,Gigaset A420
1127,СерверDell PowerEdgeR740Server в составе,Сервер 1С Dell PowerEdge R740 Server
1128,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1129,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
1130,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
1131,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
1132,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
1133,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
1134,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
1135,Подставка для сканера Honeywell 1450g,Honeywell 1450g2D-2
1136,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1137,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1138,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1139,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1140,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1141,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1142,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1143,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1144,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1145,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1146,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1147,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1148,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1149,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1150,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1151,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1152,Планшет Samsung Galaxy,Планшет Samsung Galaxy Tab A 8.0 SM-T295 LTE 32GB
1153,ТС5_МФУ Kyocera M5526cdn P/n 1102R83NL0,Kyocera M5526cdn
1154,ТС5_МФУ Kyocera M5526cdn P/n 1102R83NL0,Kyocera M5526cdn
1155,ТС5_МФУ Kyocera M5526cdn P/n 1102R83NL0,Kyocera M5526cdn
1156,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1157,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1158,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
1159,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1160,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
1161,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1162,Сервер Dell Power Edge R640 КЦ,Сервер 1С Dell PowerEdge R740 Server
1163,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
1164,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
1165,ТС5 Ручной сканер 2D Honeywell 1450g2D,Honeywell 1450g2D-2
1166,ТС5_МФУ Kyocera M5526cdn P/n 1102R83NL0,Kyocera M5526cdn
1167,ТС5_МФУ Kyocera M5526cdn P/n 1102R83NL0,Kyocera M5526cdn
1168,ТС5_МФУ Kyocera M5526cdn P/n 1102R83NL0,Kyocera M5526cdn
1169,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
1170,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
1171,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG1611
1172,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1173,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG1611
1174,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1175,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1176,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1177,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1178,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG1611
1179,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1180,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1181,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1182,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1183,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1184,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1185,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1186,ФТС5 Телефон Dect Panasonic KX-TG1611RUF,Panasonic KX-TG2511RU
1187,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
1188,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
1189,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1190,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1191,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1192,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1193,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1194,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
1195,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1196,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1197,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1198,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
1199,Телефон Dect Panasonic KX-TG1611RUF ТС5,Panasonic KX-TG1611
1200,Телефон Dect Panasonic KX-TG1611RUF ТС5,Panasonic KX-TG2511RU
1201,Телефон Dect Panasonic KX-TG1611RUF ТС5,Panasonic KX-TG1611
1202,Телефон Dect Panasonic KX-TG1611RUF ТС5,Panasonic KX-TG2511RU
1203,Телефон Dect Panasonic KX-TG1611RUF ТС5,Panasonic KX-TG2511RU
